theme,prompt,done
和服美人ｘ猫ｘ猫好き,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat looking for cat"" | TEXT=""どこにゃ"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat finding cat"" | TEXT=""いたいた"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat jumping high"" | TEXT=""ジャンプ"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat falling asleep"" | TEXT=""うとうと"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat playing piano"" | TEXT=""にゃんこピアニスト"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat inside paper bag"" | TEXT=""かさかさ"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat chasing tail"" | TEXT=""ぐるぐる"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat with a fish"" | TEXT=""おさかな"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat drinking milk"" | TEXT=""ぺろぺろ""",1
和服美人ｘ猫ｘ猫好き,"P1: ACTION/PROPS=""A beautiful woman in a kimono with a cat wearing matching cat hoods"" | TEXT=""おそろい"" P2: ACTION/PROPS=""A beautiful woman in a kimono with a cat holding paw"" | TEXT=""握手"" P3: ACTION/PROPS=""A beautiful woman in a kimono with a cat high fiving cat"" | TEXT=""ハイタッチ"" P4: ACTION/PROPS=""A beautiful woman in a kimono with a cat reading book with cat"" | TEXT=""お勉強"" P5: ACTION/PROPS=""A beautiful woman in a kimono with a cat watching tv with cat"" | TEXT=""まったり"" P6: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat blocking keyboard"" | TEXT=""じゃまにゃ"" P7: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat looking out window"" | TEXT=""パトロール"" P8: ACTION/PROPS=""A beautiful woman in a kimono with a cat cat looking guilty"" | TEXT=""やっちゃった"" P9: ACTION/PROPS=""A beautiful woman in a kimono with a cat laughing together with cat"" | TEXT=""にゃはは""",1
和服美人,"P1: ACTION/PROPS=""Holding a huge double cheeseburger with both hands and opening mouth wide to bite"" | TEXT=""いけますわ"" P2: ACTION/PROPS=""Holding a large pizza slice with melting cheese, pulling it long"" | TEXT=""至高ですの"" P3: ACTION/PROPS=""Eating french fries from a red paper container with a sophisticated expression"" | TEXT=""止まりませんわ"" P4: ACTION/PROPS=""Drinking a large cup of cola through a straw, cheeks puffed"" | TEXT=""喉越し最高"" P5: ACTION/PROPS=""Eating a hot dog with mustard and ketchup messy on the face"" | TEXT=""不覚…！"" P6: ACTION/PROPS=""Holding a pink glazed donut, looking at it with sparkling eyes"" | TEXT=""甘美な誘惑"" P7: ACTION/PROPS=""Holding a fried chicken drumstick like a fan"" | TEXT=""これぞ贅」"" P8: ACTION/PROPS=""Slurping cup ramen with steam rising, holding chopsticks elegantly"" | TEXT=""三分間の奇跡"" P9: ACTION/PROPS=""Stuffed with multiple colorful macaroons in mouth"" | TEXT=""お口が幸せ"" ",1
和服美人,"P1: ACTION/PROPS=""Wearing a high-tech RGB gaming headset, focused glare at screen"" | TEXT=""全集中ですわ"" P2: ACTION/PROPS=""Gleaning with joy while holding a glowing mechanical keyboard"" | TEXT=""神配置ですの"" P3: ACTION/PROPS=""Looking frustrated with hands on head after losing a game"" | TEXT=""回線落ち…？"" P4: ACTION/PROPS=""Twirling a gaming mouse with advanced speed"" | TEXT=""神エイム"" P5: ACTION/PROPS=""Shouting into a professional desk microphone"" | TEXT=""ラッシュです！"" P6: ACTION/PROPS=""Sitting in a racing-style gaming chair with a kimono"" | TEXT=""快適すぎますわ"" P7: ACTION/PROPS=""Displaying a victory sign with both hands towards the monitor"" | TEXT=""完勝ですの"" P8: ACTION/PROPS=""Typing furiously on a translucent blue keyboard"" | TEXT=""煽りませんわ"" P9: ACTION/PROPS=""Winking while wearing cat-ear luminous headphones"" | TEXT=""配信開始です"" ",1
和服美人,"P1: ACTION/PROPS=""Lower body is submerged in the wooden floor like a glitch"" | TEXT=""埋まりましたわ"" P2: ACTION/PROPS=""Floating horizontally in mid-air in a stiff pose"" | TEXT=""重力の無視"" P3: ACTION/PROPS=""Head is spinning 360 degrees smoothly"" | TEXT=""異変あり"" P4: ACTION/PROPS=""Kimono sleeves are stretched 10 meters long like rubber"" | TEXT=""伸びすぎですの"" P5: ACTION/PROPS=""Walking through a solid stone wall with a calm face"" | TEXT=""貫通しましたわ"" P6: ACTION/PROPS=""Character model is fragmented into low-polygon triangles"" | TEXT=""解像度が…！"" P7: ACTION/PROPS=""Stuck upside down on the ceiling with feet attached"" | TEXT=""逆転の発想"" P8: ACTION/PROPS=""T-posing stiffly while sliding across the ground"" | TEXT=""バグですの？"" P9: ACTION/PROPS=""Duplicating dozens of clones of herself in a row"" | TEXT=""増殖しましたわ"" ",
和服美人,"P1: ACTION/PROPS=""Performing a kickflip on a skateboard with long sleeves flying"" | TEXT=""風になりますわ"" P2: ACTION/PROPS=""Climbing a steep bouldering wall with chalk on hands"" | TEXT=""頂を獲ります"" P3: ACTION/PROPS=""Doing a powerful slam dunk into a high basketball hoop"" | TEXT=""入りましたわ"" P4: ACTION/PROPS=""Sliding on a surfboard on a huge ocean wave"" | TEXT=""波乗り美人"" P5: ACTION/PROPS=""Executing a high kick in a karate match, kimono skirt lifting"" | TEXT=""お覚悟を"" P6: ACTION/PROPS=""Riding a mountain bike downhill at high speed"" | TEXT=""止まりません！"" P7: ACTION/PROPS=""Swinging a baseball bat with extreme power, home run"" | TEXT=""場外ですわ"" P8: ACTION/PROPS=""Doing a backflip on a trampoline"" | TEXT=""舞い上がります"" P9: ACTION/PROPS=""Punching a heavy sandbag with boxing gloves"" | TEXT=""ストレス発散"" ",
和服美人,"P1: ACTION/PROPS=""Holding a phone and tilting head with a serious face"" | TEXT=""もしもし亀よ"" P2: ACTION/PROPS=""Sitting on a high-quality futon with a straight face"" | TEXT=""ふとんが吹っ飛んだ"" P3: ACTION/PROPS=""Looking at a map with a puzzled expression"" | TEXT=""イカはいかが？"" P4: ACTION/PROPS=""Eating a bun (pan) with a poker face"" | TEXT=""アンパンがパンパン"" P5: ACTION/PROPS=""Pointing at a refrigerator"" | TEXT=""冷倉庫で冷え冷え"" P6: ACTION/PROPS=""Holding a Japanese curry plate"" | TEXT=""華麗なカレー"" P7: ACTION/PROPS=""Touching her own clothes (fuku)"" | TEXT=""服は幸福"" P8: ACTION/PROPS=""Holding a cup of hot cocoa"" | TEXT=""ココアはここや"" P9: ACTION/PROPS=""Looking at the solar system icon"" | TEXT=""地底人は見ていた"" ",
和服美人,"P1: ACTION/PROPS=""Shouldering a massive futuristic rocket launcher"" | TEXT=""掃除しますわ"" P2: ACTION/PROPS=""Holding a colossal greatsword double her height"" | TEXT=""一閃ですの"" P3: ACTION/PROPS=""Aiming a high-caliber sniper rifle with mechanical lens"" | TEXT=""逃しませんわ"" P4: ACTION/PROPS=""Wielding two giant glowing energy chainsaws"" | TEXT=""刻みますわよ"" P5: ACTION/PROPS=""Sitting on a huge floating Gatling gun"" | TEXT=""弾幕は正義"" P6: ACTION/PROPS=""Holding a heavy morning star with spikes"" | TEXT=""叩き潰します"" P7: ACTION/PROPS=""Equipped with a giant mechanical arm exo-suit"" | TEXT=""文明の利器"" P8: ACTION/PROPS=""Throwing a huge bomb with a burning fuse"" | TEXT=""ドカンといきます"" P9: ACTION/PROPS=""Standing surrounded by a battery of floating missiles"" | TEXT=""火力不足ですの"" ",
和服美人_敬語,"P1: ACTION/PROPS=""Bowing deeply and gracefully with hands folded in front"" | TEXT=""左様でございます"" P2: ACTION/PROPS=""Nodding gently with a calm smile"" | TEXT=""かしこまりました"" P3: ACTION/PROPS=""Opening a sliding paper door (shoji) elegantly"" | TEXT=""おはようございます"" P4: ACTION/PROPS=""Standing under a cherry blossom tree, looking at the sky"" | TEXT=""良き一日を"" P5: ACTION/PROPS=""Pouring green tea into a cup with precision"" | TEXT=""お茶をどうぞ"" P6: ACTION/PROPS=""Holding a traditional paper fan (sensu) half-closed"" | TEXT=""ご機嫌麗しゅう"" P7: ACTION/PROPS=""Walking gracefully with a Japanese umbrella (bangasa) in the rain"" | TEXT=""お足元にご用心"" P8: ACTION/PROPS=""Sitting in seiza (kneeling) on a tatami mat"" | TEXT=""お座りください"" P9: ACTION/PROPS=""Waving a hand softly with a gentle smile"" | TEXT=""いってらっしゃいませ"" ",
和服美人_敬語,"P1: ACTION/PROPS=""Holding a warm damp towel (oshibori) on a tray"" | TEXT=""お疲れ様です"" P2: ACTION/PROPS=""Looking concerned with a hand to her cheek"" | TEXT=""ご無理なさらず"" P3: ACTION/PROPS=""Bowing slightly with a hand on her chest"" | TEXT=""恐縮です"" P4: ACTION/PROPS=""Pressing hands together in a prayer-like gesture of gratitude"" | TEXT=""痛み入ります"" P5: ACTION/PROPS=""Offering a small wrapped gift with both hands"" | TEXT=""心ばかりの品です"" P6: ACTION/PROPS=""Looking admiringly at something with a soft smile"" | TEXT=""流石でございます"" P7: ACTION/PROPS=""Wiping a desk or table very carefully"" | TEXT=""いつも感謝しております"" P8: ACTION/PROPS=""Looking at the moon with a peaceful expression"" | TEXT=""お体ご自愛ください"" P9: ACTION/PROPS=""Holding a lantern in the evening, illuminating the path"" | TEXT=""おかげさまで"" ",
和服美人_敬語,"P1: ACTION/PROPS=""Placing a hand on a letter or scroll, nodding"" | TEXT=""承知いたしました"" P2: ACTION/PROPS=""Clapping hands softly with a bright face"" | TEXT=""喜んで"" P3: ACTION/PROPS=""Throwing colorful confetti made of paper"" | TEXT=""おめでとうございます"" P4: ACTION/PROPS=""Holding a celebratory folding fan with colorful patterns"" | TEXT=""おめでたいですね"" P5: ACTION/PROPS=""Lifting a small sake cup (ochoko) for a toast"" | TEXT=""祝杯を"" P6: ACTION/PROPS=""Writing a congratulatory message with a brush"" | TEXT=""吉報ですわ"" P7: ACTION/PROPS=""Smiling brightly with cherry blossoms fluttering around"" | TEXT=""嬉しい限りです"" P8: ACTION/PROPS=""Looking at a blooming flower with a touching expression"" | TEXT=""感無量でございます"" P9: ACTION/PROPS=""Bowing gracefully with a radiant aura"" | TEXT=""お任せくださいませ"" ",
和服美人_敬語,"P1: ACTION/PROPS=""Holding a closed fan to her lips, eyes sharp but calm"" | TEXT=""お言葉ですが"" P2: ACTION/PROPS=""Nodding with a knowing and mysterious smile"" | TEXT=""存じております"" P3: ACTION/PROPS=""Raising a hand slightly in a stopping gesture"" | TEXT=""致しかねます"" P4: ACTION/PROPS=""Looking away slightly with an apologetic but firm smile"" | TEXT=""ご遠慮申し上げます"" P5: ACTION/PROPS=""Sighing softly with a hand to her forehead"" | TEXT=""困りましたわ"" P6: ACTION/PROPS=""Fixing her kimono collar with a determined look"" | TEXT=""そこは譲れません"" P7: ACTION/PROPS=""Pointing to a rule book or scroll"" | TEXT=""決まりですので"" P8: ACTION/PROPS=""Holding a hand over her heart with a serious face"" | TEXT=""滅相もございません"" P9: ACTION/PROPS=""Watching someone from behind a screen (sudare)"" | TEXT=""伺っております"" ",
和服美人_敬語,"P1: ACTION/PROPS=""Covering mouth with a sleeve in surprise"" | TEXT=""あらまあ"" P2: ACTION/PROPS=""Eyes wide with a small gasp"" | TEXT=""おや、これは"" P3: ACTION/PROPS=""Nodding deeply in agreement"" | TEXT=""左様ですね"" P4: ACTION/PROPS=""Looking sympathetic with a gentle gaze"" | TEXT=""お察しいたします"" P5: ACTION/PROPS=""Sitting together and looking at the same scenery"" | TEXT=""同感でございます"" P6: ACTION/PROPS=""Holding a hand to her ear as if listening closely"" | TEXT=""なんですって？"" P7: ACTION/PROPS=""Tilting head with a curious expression"" | TEXT=""不思議なこともありますのね"" P8: ACTION/PROPS=""Holding a teacup and feeling the breeze"" | TEXT=""風が心地よいですね"" P9: ACTION/PROPS=""Looking at the sky with a thoughtful expression"" | TEXT=""時は流れゆくものですね"" ",
和服美人_敬語,"P1: ACTION/PROPS=""Putting a hand on someone's shoulder gently"" | TEXT=""きっと大丈夫です"" P2: ACTION/PROPS=""Clenching a small fist hidden in her sleeve"" | TEXT=""陰ながら応援しております"" P3: ACTION/PROPS=""Looking at the sunrise with a strong gaze"" | TEXT=""精進いたします"" P4: ACTION/PROPS=""Holding a katana hilt with a serious expression"" | TEXT=""覚悟はできております"" P5: ACTION/PROPS=""Bowing very deeply in a sincere apology"" | TEXT=""申し訳ございません"" P6: ACTION/PROPS=""Looking up with hopeful eyes"" | TEXT=""楽しみにしております"" P7: ACTION/PROPS=""Waiting by a gate with a longing look"" | TEXT=""待ち遠しいですわ"" P8: ACTION/PROPS=""Closing eyes and taking a deep breath"" | TEXT=""落ち着いてくださいな"" P9: ACTION/PROPS=""Holding out a cup of tea for someone stressed"" | TEXT=""まずは一服いかがですか"" ",
セルフ応援団,"P1: ACTION/PROPS=""man in suit vigorously shaking pom-poms"" | TEXT=""ファイト！"" P2: ACTION/PROPS=""man in suit blowing a whistle"" | TEXT=""気合入れろ！"" P3: ACTION/PROPS=""man in suit high jump with pom-poms"" | TEXT=""いけるいける！"" P4: ACTION/PROPS=""man in suit holding giant flag"" | TEXT=""大逆転！"" P5: ACTION/PROPS=""man in suit doing cheerleader split"" | TEXT=""ナイス！"" P6: ACTION/PROPS=""man in suit banging a drum"" | TEXT=""ドンドコ！"" P7: ACTION/PROPS=""man in suit yelling into megaphone"" | TEXT=""聞こえますか！"" P8: ACTION/PROPS=""man in suit with victory pose"" | TEXT=""最高！"" P9: ACTION/PROPS=""man in suit doing energetic cheer dance"" | TEXT=""わっしょい！""",
セルフ応援団,"P1: ACTION/PROPS=""man in suit performing a backflip cheer"" | TEXT=""アクロバティック！"" P2: ACTION/PROPS=""man in suit waving a handkerchief"" | TEXT=""フレーフレー！"" P3: ACTION/PROPS=""man in suit doing a group wave alone"" | TEXT=""一人で盛り上がる"" P4: ACTION/PROPS=""man in suit blowing a trumpet"" | TEXT=""ファンファーレ！"" P5: ACTION/PROPS=""man in suit throwing cheering confetti"" | TEXT=""おめでとう！"" P6: ACTION/PROPS=""man in suit doing a heroic landing"" | TEXT=""準備はいいか！"" P7: ACTION/PROPS=""man in suit holding a supportive banner"" | TEXT=""全力で推します"" P8: ACTION/PROPS=""man in suit doing a synchronized clap"" | TEXT=""パンパン！"" P9: ACTION/PROPS=""man in suit doing a celebratory slide"" | TEXT=""やったぜ！""",
セルフ応援団,"P1: ACTION/PROPS=""man in suit cheering with a glowing stick"" | TEXT=""輝いてるよ！"" P2: ACTION/PROPS=""man in suit doing a silent cheer with focus"" | TEXT=""祈ってるからね"" P3: ACTION/PROPS=""man in suit running along to support"" | TEXT=""どこまでもついていく"" P4: ACTION/PROPS=""man in suit doing a belly dance of joy"" | TEXT=""お祝いだ！"" P5: ACTION/PROPS=""man in suit boxing the air to cheer"" | TEXT=""自分に負けるな！"" P6: ACTION/PROPS=""man in suit doing a funny victory dance"" | TEXT=""ウキウキ！"" P7: ACTION/PROPS=""man in suit forming a heart with arms"" | TEXT=""大好きだよ！"" P8: ACTION/PROPS=""man in suit giving a huge thumbs up"" | TEXT=""完璧！"" P9: ACTION/PROPS=""man in suit shedding tears of joy"" | TEXT=""感動しました！""",
セルフ応援団,"P1: ACTION/PROPS=""man in suit shouting while holding a fan"" | TEXT=""推しが尊い"" P2: ACTION/PROPS=""man in suit doing a high-five in mirror"" | TEXT=""自画自賛"" P3: ACTION/PROPS=""man in suit holding a sign with your name"" | TEXT=""君が一番！"" P4: ACTION/PROPS=""man in suit wearing a headband with ""FIGHT"""" | TEXT=""不屈の精神"" P5: ACTION/PROPS=""man in suit doing a victory lap"" | TEXT=""止まらない喜び"" P6: ACTION/PROPS=""man in suit pumping fists in the air"" | TEXT=""よっしゃー！"" P7: ACTION/PROPS=""man in suit throwing a wreath"" | TEXT=""栄光を君に"" P8: ACTION/PROPS=""man in suit doing a standing ovation"" | TEXT=""ブラボー！"" P9: ACTION/PROPS=""man in suit flashing a victory sign"" | TEXT=""勝訴！""",
セルフ応援団,"P1: ACTION/PROPS=""man in suit cheering while floating on balloons"" | TEXT=""舞い上がる気分"" P2: ACTION/PROPS=""man in suit doing a sumo victory stomp"" | TEXT=""どすこい！"" P3: ACTION/PROPS=""man in suit wearing a mascot costume half-way"" | TEXT=""中身も応援"" P4: ACTION/PROPS=""man in suit doing a breakdance move"" | TEXT=""キレキレ応援"" P5: ACTION/PROPS=""man in suit blowing a party horn"" | TEXT=""パーッといこう！"" P6: ACTION/PROPS=""man in suit acting like a superstar"" | TEXT=""君もスターだ"" P7: ACTION/PROPS=""man in suit doing a bow of respect"" | TEXT=""頭が下がります"" P8: ACTION/PROPS=""man in suit holding out a gold medal"" | TEXT=""君に授与します"" P9: ACTION/PROPS=""man in suit dancing with a colorful umbrella"" | TEXT=""華やかにいこう！""",
セルフ応援団,"P1: ACTION/PROPS=""man in suit cheering with a microphone"" | TEXT=""実況室からお届け"" P2: ACTION/PROPS=""man in suit doing a wave of fire"" | TEXT=""激熱！"" P3: ACTION/PROPS=""man in suit creating a human pyramid alone"" | TEXT=""団結力（独り）"" P4: ACTION/PROPS=""man in suit doing a salute with pride"" | TEXT=""了解しました！"" P5: ACTION/PROPS=""man in suit waving with a gentle face"" | TEXT=""いつも見守ってるよ"" P6: ACTION/PROPS=""man in suit doing a sprint to the finish"" | TEXT=""最後まで駆け抜けろ"" P7: ACTION/PROPS=""man in suit cheering while holding a teacup"" | TEXT=""落ち着きつつ応援"" P8: ACTION/PROPS=""man in suit making a peace sign in both hands"" | TEXT=""ハッピーピース"" P9: ACTION/PROPS=""man in suit doing a jumping kick of victory"" | TEXT=""限界突破！""",
壁に埋まったり宙に浮くバグポーズ,"P1: ACTION/PROPS=""man in suit legs glitched into the floor"" | TEXT=""埋まりました"" P2: ACTION/PROPS=""man in suit head detached and floating"" | TEXT=""思考停止"" P3: ACTION/PROPS=""man in suit stretched out like a noodle"" | TEXT=""混乱中"" P4: ACTION/PROPS=""man in suit T-posing stiffly"" | TEXT=""初期化中"" P5: ACTION/PROPS=""man in suit folded into himself"" | TEXT=""エラー発生"" P6: ACTION/PROPS=""man in suit rotating like a fan horizontally"" | TEXT=""ぐるぐるどっかーん"" P7: ACTION/PROPS=""man in suit body fragmented into polygons"" | TEXT=""解像度がヤバい"" P8: ACTION/PROPS=""man in suit floating upside down"" | TEXT=""重力が仕事してない"" P9: ACTION/PROPS=""man in suit vibrating at high speed"" | TEXT=""プルプルする…！""",
壁に埋まったり宙に浮くバグポーズ,"P1: ACTION/PROPS=""man in suit arms glitched behind his back"" | TEXT=""身動きが…"" P2: ACTION/PROPS=""man in suit blinking in and out of existence"" | TEXT=""存在が不安定"" P3: ACTION/PROPS=""man in suit walking on air"" | TEXT=""空中散歩（強制）"" P4: ACTION/PROPS=""man in suit body turning into liquid"" | TEXT=""溶けていく…"" P5: ACTION/PROPS=""man in suit looking through his own chest"" | TEXT=""中身が空っぽ"" P6: ACTION/PROPS=""man in suit multiplied into a line"" | TEXT=""残像だ…"" P7: ACTION/PROPS=""man in suit growing long fingers"" | TEXT=""リーチが伸びた"" P8: ACTION/PROPS=""man in suit head replaced by a placeholder box"" | TEXT=""読み込み中"" P9: ACTION/PROPS=""man in suit body turned into a low-poly dog"" | TEXT=""私は誰…？""",
壁に埋まったり宙に浮くバグポーズ,"P1: ACTION/PROPS=""man in suit walking through a closed door"" | TEXT=""ノーモーション通過"" P2: ACTION/PROPS=""man in suit floating while sitting on a non-existent chair"" | TEXT=""エアチェア"" P3: ACTION/PROPS=""man in suit jumping through the ceiling"" | TEXT=""突き抜けました"" P4: ACTION/PROPS=""man in suit body turned into a flat 2D sprite"" | TEXT=""厚みがありません"" P5: ACTION/PROPS=""man in suit spinning his head only"" | TEXT=""360度確認"" P6: ACTION/PROPS=""man in suit feet replaced by wheels"" | TEXT=""高速移動モード"" P7: ACTION/PROPS=""man in suit emitting digital sparks"" | TEXT=""ショート寸前"" P8: ACTION/PROPS=""man in suit getting stuck in a wall corner"" | TEXT=""詰みました"" P9: ACTION/PROPS=""man in suit turned into a huge pixel art"" | TEXT=""レトロにバグる""",
壁に埋まったり宙に浮くバグポーズ,"P1: ACTION/PROPS=""man in suit hands stuck in a praying position"" | TEXT=""誠意が固定された"" P2: ACTION/PROPS=""man in suit stretching his neck like a giraffe"" | TEXT=""遠くが見える"" P3: ACTION/PROPS=""man in suit rotating his torso 180 degrees"" | TEXT=""真後ろにこんちは"" P4: ACTION/PROPS=""man in suit body flickering in rainbow colors"" | TEXT=""ゲーミングおじさん"" P5: ACTION/PROPS=""man in suit floating with a single leg"" | TEXT=""片足の奇跡"" P6: ACTION/PROPS=""man in suit shadow moving differently from the body"" | TEXT=""影が意思を持った"" P7: ACTION/PROPS=""man in suit getting stretched horizontally"" | TEXT=""引き伸ばされた日々"" P8: ACTION/PROPS=""man in suit body turning into wireframe"" | TEXT=""骨組み丸出し"" P9: ACTION/PROPS=""man in suit head becoming huge"" | TEXT=""脳内パンク中""",
壁に埋まったり宙に浮くバグポーズ,"P1: ACTION/PROPS=""man in suit walking sideways on a wall"" | TEXT=""重力の無視（第2弾）"" P2: ACTION/PROPS=""man in suit sinking into a sofa like a swamp"" | TEXT=""同化しすぎた"" P3: ACTION/PROPS=""man in suit arms becoming long tentacles"" | TEXT=""マルチタスク可能"" P4: ACTION/PROPS=""man in suit head popping off and returning"" | TEXT=""びっくりした？"" P5: ACTION/PROPS=""man in suit body bending like a folded paper"" | TEXT=""折り畳みおじさん"" P6: ACTION/PROPS=""man in suit stepping on a cloud"" | TEXT=""足場が浮いてる"" P7: ACTION/PROPS=""man in suit body turned into a silhouette with stars"" | TEXT=""宇宙を感じる"" P8: ACTION/PROPS=""man in suit getting squashed like a pancake"" | TEXT=""圧が凄かった"" P9: ACTION/PROPS=""man in suit body turning into many small balls"" | TEXT=""分散しました""",
壁に埋まったり宙に浮くバグポーズ,"P1: ACTION/PROPS=""man in suit head spinning like a coin"" | TEXT=""運任せ"" P2: ACTION/PROPS=""man in suit arms crossed in a recursive loop"" | TEXT=""ループから抜け出せない"" P3: ACTION/PROPS=""man in suit legs turning into bird legs"" | TEXT=""進化しました"" P4: ACTION/PROPS=""man in suit body flickering like an old TV"" | TEXT=""時代遅れのバグ"" P5: ACTION/PROPS=""man in suit getting stuck in the air after a jump"" | TEXT=""着地失敗"" P6: ACTION/PROPS=""man in suit head replaced by a smiling emoji"" | TEXT=""表情筋が死んだ"" P7: ACTION/PROPS=""man in suit body turning into a barcode"" | TEXT=""値札付き"" P8: ACTION/PROPS=""man in suit running in place with high speed"" | TEXT=""空回り中"" P9: ACTION/PROPS=""man in suit body turning into a question mark"" | TEXT=""理解不能""",
必死すぎる擬態,"P1: ACTION/PROPS=""man in full-body suit pretending to be a houseplant"" | TEXT=""どこにいるでしょう"" P2: ACTION/PROPS=""man in suit flattened against a wall"" | TEXT=""壁です"" P3: ACTION/PROPS=""man in suit posing as a wooden chair"" | TEXT=""どうぞお座りください"" P4: ACTION/PROPS=""man in suit curled up like a stone"" | TEXT=""ただの石です"" P5: ACTION/PROPS=""man in suit hiding behind a slim curtain"" | TEXT=""見えてないよね"" P6: ACTION/PROPS=""man in suit pretending to be a banana"" | TEXT=""バナナのふり"" P7: ACTION/PROPS=""man in suit trying to look like a coat rack"" | TEXT=""服かけられます"" P8: ACTION/PROPS=""man in suit blending into shadows"" | TEXT=""闇に紛れる"" P9: ACTION/PROPS=""man in suit acting as a pillow on a sofa"" | TEXT=""ふかふかですよ""",
必死すぎる擬態,"P1: ACTION/PROPS=""man in suit sticking to the ceiling"" | TEXT=""上を見て"" P2: ACTION/PROPS=""man in suit disguised as a trash can"" | TEXT=""ゴミ箱です"" P3: ACTION/PROPS=""man in suit pretending to be a carpet"" | TEXT=""踏まないで"" P4: ACTION/PROPS=""man in suit acting like a bookshelf"" | TEXT=""知識の宝庫"" P5: ACTION/PROPS=""man in suit mimicking a desk lamp"" | TEXT=""明るく照らします"" P6: ACTION/PROPS=""man in suit posing as a toaster"" | TEXT=""こんがり焼けます"" P7: ACTION/PROPS=""man in suit disguised as a pile of laundry"" | TEXT=""洗濯して"" P8: ACTION/PROPS=""man in suit pretending to be a window frame"" | TEXT=""景色はどう？"" P9: ACTION/PROPS=""man in suit acting like a robot vacuum"" | TEXT=""お掃除中""",
必死すぎる擬態,"P1: ACTION/PROPS=""man in suit blending into a brick wall pattern"" | TEXT=""同化中"" P2: ACTION/PROPS=""man in suit posing as a decorative vase"" | TEXT=""美を愛でて"" P3: ACTION/PROPS=""man in suit mimicking a wall clock"" | TEXT=""今は何時？"" P4: ACTION/PROPS=""man in suit disguised as a refrigerator"" | TEXT=""キンキンに冷えてます"" P5: ACTION/PROPS=""man in suit acting as a door mat"" | TEXT=""いらっしゃい"" P6: ACTION/PROPS=""man in suit pretending to be a bicycle"" | TEXT=""移動しましょう"" P7: ACTION/PROPS=""man in suit mimicking a large TV screen"" | TEXT=""番組放送中"" P8: ACTION/PROPS=""man in suit disguised as a bookshelf corner"" | TEXT=""密かに存在"" P9: ACTION/PROPS=""man in suit acting like a ceiling fan"" | TEXT=""回ります""",
必死すぎる擬態,"P1: ACTION/PROPS=""man in suit disguised as a giant bag of chips"" | TEXT=""美味しそう？"" P2: ACTION/PROPS=""man in suit pretending to be a shoe rack"" | TEXT=""整理整頓"" P3: ACTION/PROPS=""man in suit acting as a door handle"" | TEXT=""回して"" P4: ACTION/PROPS=""man in suit mimicking a fireplace"" | TEXT=""あったかいね"" P5: ACTION/PROPS=""man in suit disguised as a bathroom tile"" | TEXT=""清潔感"" P6: ACTION/PROPS=""man in suit pretending to be a umbrella stand"" | TEXT=""雨ですね"" P7: ACTION/PROPS=""man in suit acting as a wall-mounted mirror"" | TEXT=""鏡よ鏡"" P8: ACTION/PROPS=""man in suit mimicking a piano"" | TEXT=""奏でてみて"" P9: ACTION/PROPS=""man in suit disguised as a giant cactus"" | TEXT=""刺さるよ""",
必死すぎる擬態,"P1: ACTION/PROPS=""man in suit blending into a polka dot wall"" | TEXT=""目が回る"" P2: ACTION/PROPS=""man in suit pretending to be a laptop"" | TEXT=""作業中"" P3: ACTION/PROPS=""man in suit acting as a staircase step"" | TEXT=""一段ずつどうぞ"" P4: ACTION/PROPS=""man in suit mimicking a post box"" | TEXT=""手紙待ってます"" P5: ACTION/PROPS=""man in suit disguised as a garden gnome"" | TEXT=""庭の守り神"" P6: ACTION/PROPS=""man in suit pretending to be a swing"" | TEXT=""揺られてみて"" P7: ACTION/PROPS=""man in suit acting as a teapot"" | TEXT=""注ぎます"" P8: ACTION/PROPS=""man in suit mimicking a telescope"" | TEXT=""星が綺麗"" P9: ACTION/PROPS=""man in suit disguised as a fire extinguisher"" | TEXT=""非常事態！""",
必死すぎる擬態,"P1: ACTION/PROPS=""man in suit blending into a zebra crossing"" | TEXT=""渡りましょう"" P2: ACTION/PROPS=""man in suit pretending to be a sandbag"" | TEXT=""受け止めます"" P3: ACTION/PROPS=""man in suit acting as a scarecrow"" | TEXT=""鳥除け"" P4: ACTION/PROPS=""man in suit mimicking a traffic light"" | TEXT=""止まれ！"" P5: ACTION/PROPS=""man in suit disguised as a vending machine"" | TEXT=""どれにします？"" P6: ACTION/PROPS=""man in suit pretending to be a bench"" | TEXT=""休んでいって"" P7: ACTION/PROPS=""man in suit acting as a statue in a park"" | TEXT=""芸術です"" P8: ACTION/PROPS=""man in suit mimicking a street lamp"" | TEXT=""夜道のお供"" P9: ACTION/PROPS=""man in suit disguised as a manhole cover"" | TEXT=""足元に注意""",
